Species ID,common_name
SAGU-2416,Brown Sedge
SAGU-2417,Thurber's Sedge
SAGU-2418,Valley Sedge
SAGU-2419,Sedges
SAGU-2420,Flatsedge
SAGU-2420,Nutgrass
SAGU-2421,Inflatedscale Flatsedge
SAGU-2421,Inflated-Scale Flatsedge
SAGU-2422,Wright's Flatsedge
SAGU-2423,Chufa Flatsedge
SAGU-2424,Fendler's Flatsedge
SAGU-2425,Mutis' Flatsedge
SAGU-2426,Fragrant Flatsedge
SAGU-2426,Rusty Flat Sedge
SAGU-2427,Pallid Flatsedge
SAGU-2428,Parish Flatsedge
SAGU-2428,Parish's Flatsedge
SAGU-2428,Parish's Nutgrass
SAGU-2429,Purple Nut Grass
SAGU-2430,Rusby's Flat Sedge
SAGU-2430,Rusby's Flatsedge
SAGU-2431,Bearded Flatsedge
SAGU-2432,Stawcolored Flatsedge
SAGU-2432,Strawcolor Flatsedge
SAGU-2432,Strawcolor Nutgrass
SAGU-2432,Strawcolored Flatsedge
SAGU-2432,Strawcolored Nutgrass
SAGU-2433,Spikerush
SAGU-2433,Spikesedge
SAGU-2434,Mountain Spikerush
SAGU-2435,Sand Spikerush
SAGU-2436,Parish's Spikerush
SAGU-2437,Annual Fimbry
SAGU-2438,Smallflower Halfchaff Sedge
SAGU-2439,Panicled Bulrush
SAGU-2440,Rush Family
SAGU-2440,Rushes
SAGU-2441,Rush
SAGU-2442,Tapertip Rush
SAGU-2443,Baltic Rush
SAGU-2444,Toad Rush
SAGU-2445,Common Rush
SAGU-2446,Swordleaf Rush
SAGU-2446,Three-Stamened Rush
SAGU-2447,Inland Rush
SAGU-2448,Grassleaf Rush
SAGU-2449,Rocky Mountain Rush
SAGU-2450,Poverty Rush
SAGU-2451,Irisleaf Rush
SAGU-2452,Common Woodrush
SAGU-2452,Common Wood-Rush
SAGU-2453,Desert Needlegrass
SAGU-2454,Fragilegrass
SAGU-2455,Elliot Bentgrass
SAGU-2455,Elliott Bentgrass
SAGU-2455,Elliott's Bentgrass
SAGU-2456,Spike Bentgrass
SAGU-2457,Black Bent
SAGU-2457,Redtop
SAGU-2457,Water Bentgrass
SAGU-2458,Rough Bentgrass
SAGU-2459,Creeping Bentgrass
SAGU-2460,Carolina Foxtail
SAGU-2461,Bluestem
SAGU-2462,Annual Threeawn
SAGU-2462,Perennial Threeawn
SAGU-2462,Perennial Threeawn Species
SAGU-2462,Threeawn
SAGU-2463,Sixweeks Threeawn
SAGU-2464,Arizona Threeawn
SAGU-2465,California Threeawn
SAGU-2465,Mojave Threeawn
SAGU-2466,Havard's Threeawn
SAGU-2467,Purple Threeawn
SAGU-2468,Single Threeawn
SAGU-2469,Spidergrass
SAGU-2470,Giant Reed
SAGU-2471,Wild Oat
SAGU-2472,Common Oat
SAGU-2473,Pine Dropseed
SAGU-2474,Cane Bluestem
SAGU-2475,Turkestan Beard Grass
SAGU-2475,Yellow Bluestem
SAGU-2476,Grama
SAGU-2477,Needle Grama
SAGU-2478,Sixweeks Grama
SAGU-2479,Sprucetop Grama
SAGU-2480,Sideoats Grama
SAGU-2481,Santa Rita Grama
SAGU-2481,Santa Rita Mountain Grama
SAGU-2482,Black Grama
SAGU-2483,Blue Grama
SAGU-2484,Hairy Grama
SAGU-2485,Purple Grama
SAGU-2486,Slender Grama
SAGU-2487,Rothrock's Grama
SAGU-2488,Red Grama
SAGU-2489,Nodding Brome
SAGU-2489,Nodding Bromegrass
SAGU-2490,Arizona Brome
SAGU-2491,California Brome
SAGU-2491,Mountain Brome
SAGU-2492,Rescuegrass
SAGU-2493,Fringed Brome
SAGU-2494,Compact Brome
SAGU-2494,Spanish Brome
SAGU-2495,Red Brome
SAGU-2496,Cheatgrass
SAGU-2497,Bluejoint
SAGU-2498,Burgrass
SAGU-2498,Field Sandbur
SAGU-2498,Innocent-Weed
SAGU-2498,Longspine Sandbur
SAGU-2498,Mat Sandbur
SAGU-2498,Sandbur
SAGU-2499,Coastal Sandbur
SAGU-2500,False Rhodes Grass
SAGU-2501,Feather Fingergrass
SAGU-2502,Pampas Grass
SAGU-2502,Silver Pampas Grass
SAGU-2502,Uruguayan Pampas Grass
SAGU-2502,Uruguayan Pampasgrass
SAGU-2503,Cotta Grass
SAGU-2504,Bermudagrass
SAGU-2505,Crowfoot Grass
SAGU-2505,Durban Crowsfoot Grass
SAGU-2505,Egyptian Grass
SAGU-2506,California Oatgrass
SAGU-2507,Fluffgrass
SAGU-2507,Low Woollygrass
SAGU-2508,Hotsprings Panicum
SAGU-2508,Hotsprings Rosette Grass
SAGU-2508,Tapered Rosette Grass
SAGU-2509,Fewanther Obscuregrass
SAGU-2509,Heller's Rosette Grass
SAGU-2510,Arizona Cottontop
SAGU-2511,Southern Crabgrass
SAGU-2512,Carolina Crabgrass
SAGU-2513,Sourgrass
SAGU-2514,Hairy Crabgrass
SAGU-2515,Jungle Rice
SAGU-2516,Barnyardgrass
SAGU-2517,Woolspike Balsamscale
SAGU-2517,Wooly Bunchgrass
SAGU-2517,Woolyspike Balsamscale
SAGU-2518,Arizona Wheatgrass
SAGU-2519,Squirreltail
SAGU-2520,Feather Pappusgrass
SAGU-2520,Nineawn Pappusgrass
SAGU-2520,Spike Pappusgrass
SAGU-2521,Lovegrass
SAGU-2521,Lovegrass Spp.
SAGU-2522,Stinkgrass
SAGU-2523,Weeping Lovegrass
SAGU-2524,African Lovegrass
SAGU-2525,Plains Lovegrass
SAGU-2526,Lehmann Lovegrass
SAGU-2527,Mexican Lovegrass
SAGU-2528,Purple Love Grass
SAGU-2528,Purple Lovegrass
SAGU-2528,Spreading Lovegrass
SAGU-2528,Tufted Lovegrass
SAGU-2529,Taper-Tip Cup Grass
SAGU-2529,Tapertip Cupgrass
SAGU-2530,Bearded Cupgrass
SAGU-2531,Canyon Cupgrass
SAGU-2532,Shortleaf Woollygrass
SAGU-2533,Ravine Fescue
SAGU-2534,Nit Grass
SAGU-2535,Fowl Manna Grass
SAGU-2535,Fowl Mannagrass
SAGU-2536,Hesperostipa
SAGU-2536,Needle And Thread
SAGU-2536,Needleandthread
SAGU-2537,New Mexico Feathergrass
SAGU-2537,New Mexico Needlegrass
SAGU-2538,Tanglehead
SAGU-2539,Sweet Tanglehead
SAGU-2540,Curly-Mesquite
SAGU-2541,Bulbous Barley
SAGU-2541,Mouse Barley
SAGU-2542,Little Barley
SAGU-2543,Common Barley
SAGU-2544,Junegrass
SAGU-2544,Prairie Junegrass
SAGU-2545,Goldentop
SAGU-2545,Goldentop Grass
SAGU-2546,Green Sprangletop
SAGU-2547,Malabar Sprangletop
SAGU-2548,Mucronate Sprangletop
SAGU-2549,Sticky Sprangletop
SAGU-2550,Common Wolfstail
SAGU-2550,Wolftail
SAGU-2551,Bristly Wolfstail
SAGU-2552,Porter's Melicgrass
SAGU-2553,Rose Natal Grass
SAGU-2554,Arizona Muhly
SAGU-2555,Bamboo Muhly
SAGU-2556,Sycamore Muhly
SAGU-2557,Bullgrass
SAGU-2558,Pullup Muhly
SAGU-2559,Delicate Muhly
SAGU-2560,Longtongue Muhly
SAGU-2560,Long-Tongue Muhly
SAGU-2561,Littleseed Muhly
SAGU-2562,Annual Muhly
SAGU-2563,Mountain Muhly
SAGU-2564,New Mexico Muhly
SAGU-2565,Comb Muhly
SAGU-2565,Combtop Muhly
SAGU-2566,Cliff Muhly
SAGU-2567,Bush Muhly
SAGU-2568,Green Muhly
SAGU-2568,Muhly
SAGU-2569,Deergrass
SAGU-2570,Marshland Muhly
SAGU-2571,Mesa Muhly
SAGU-2571,Slimflower Muhly
SAGU-2572,Texas Muhly
SAGU-2573,Screwleaf Muhly
SAGU-2574,Finestem Stipa
SAGU-2574,Finestem Tussockgrass
SAGU-2574,Tussockgrass
SAGU-2575,Bulb Panicgrass
SAGU-2576,Witchgrass
SAGU-2577,Hall Panicum
SAGU-2577,Hall's Panic
SAGU-2577,Hall's Panicgrass
SAGU-2577,Hall's Panicum
SAGU-2578,Mexican Panicgrass
SAGU-2579,Vine Mesquite
SAGU-2579,Vine-Mesquite
SAGU-2580,Whiplash Pappusgrass
SAGU-2581,Dallas Grass
SAGU-2581,Dallis Grass
SAGU-2581,Dallisgrass
SAGU-2581,Herbe De Miel
SAGU-2581,Herbe Sirop
SAGU-2581,Hiku Nua
SAGU-2581,Palpalum Dilate
SAGU-2581,Water Grass
SAGU-2582,Buffelgrass
SAGU-2583,Crimson Fountaingrass
SAGU-2584,Annual Canarygrass
SAGU-2585,Carolina Canarygrass
SAGU-2586,Littleseed Canarygrass
SAGU-2587,Timothy
SAGU-2588,Pinyon Ricegrass
SAGU-2589,Pringle Needlegrass
SAGU-2589,Pringle Speargrass
SAGU-2589,Pringle's Spear Grass
SAGU-2589,Pringle's Speargrass
SAGU-2590,Bluegrass
SAGU-2590,Bluegrass Spp.
SAGU-2591,Annual Bluegrass
SAGU-2592,Bigelow's Bluegrass
SAGU-2593,Muttongrass
SAGU-2594,Kentucky Bluegrass
SAGU-2595,Big Bluegrass
SAGU-2595,Sandberg Bluegrass
SAGU-2595,Sandberg's Bluegrass
SAGU-2596,Grasses
SAGU-2597,Annual Rabbitsfoot Grass
SAGU-2598,Beardless Rabbitsfoot Grass
SAGU-2599,Arabian Schismus
SAGU-2600,Common Mediterranean Grass
SAGU-2600,Mediterranean Grass
SAGU-2600,Mediterraneangrass
SAGU-2601,Bluestem
SAGU-2601,Little Bluestem
SAGU-2602,Texas Bluestem
SAGU-2603,Crimson Bluestem
SAGU-2604,Burrograss
SAGU-2605,Bristlegrass
SAGU-2606,None
SAGU-2607,Grisebach's Bristlegrass
SAGU-2608,Streambed Bristlegrass
SAGU-2609,Liebmann Bristlegrass
SAGU-2609,Liebmann's Bristlegrass
SAGU-2610,Plains Bristlegrass
SAGU-2611,Johnsongrass
SAGU-2612,Prairie Wedgescale
SAGU-2613,Dropseed
SAGU-2613,Dropseed Spp.
SAGU-2614,Alkali Sacaton
SAGU-2615,Spike Dropseed
SAGU-2616,Sand Dropseed
SAGU-2617,Texas Dropseed
SAGU-2618,Big Sacaton
SAGU-2619,Needlegrass
SAGU-2620,Spiked Crinkleawn
SAGU-2621,Slim Tridens
SAGU-2622,Prairie False Oat
SAGU-2623,Wheat
SAGU-2624,Arizona Signalgrass
SAGU-2625,Little Fescue
SAGU-2625,Small Fescue
SAGU-2625,Twoflower Fescue
SAGU-2626,Foxtail Fescue
SAGU-2626,Rattail Fescue
SAGU-2626,Rat-Tail Fescue
SAGU-2626,Rat-Tailed Fescue
SAGU-2627,Sixweeks Fescue
SAGU-2628,Southern Cattail
SAGU-2629,Maidenhair Spleenwort
SAGU-2630,Western Brackenfern
SAGU-2631,Male Fern
SAGU-2632,Western Polypody
SAGU-2633,Common Maidenhair
SAGU-2634,Cochise Scaly Cloakfern
SAGU-2635,Hybrid Cloakfern
SAGU-2635,Hybrid Lipfern
SAGU-2636,Wavy Scaly Cloakfern
SAGU-2637,Copper Fern
SAGU-2638,Lip Ferns
SAGU-2638,Lipfern
SAGU-2639,Golden Lipfern
SAGU-2640,Coville's Lipfern
SAGU-2641,Eaton's Lipfern
SAGU-2642,Fee's Lipfern
SAGU-2642,Slender Lip Fern
SAGU-2642,Slender Lipfern
SAGU-2643,Fendler's Lipfern
SAGU-2644,Fairyswords
SAGU-2645,Pringle's Lipfern
SAGU-2646,Beaded Lipfern
SAGU-2647,Wright's Lipfern
SAGU-2648,Graceful Lipfern
SAGU-2649,Gray's Cloak Fern
SAGU-2650,Lemmon's Cloak Fern
SAGU-2651,Star Cloak Fern
SAGU-2652,Cliffbrake
SAGU-2652,Cliff-Brake
SAGU-2653,Spiny Cliffbrake
SAGU-2654,Wright's Cliffbrake
SAGU-2655,Maxon's Goldback Fern
SAGU-2656,Maidenhair Ferns
SAGU-2657,Brittle Bladderfern
SAGU-2658,Reeves' Bladderfern
SAGU-2659,Cochise Cliff Fern
SAGU-2660,None
SAGU-2661,Oregon Cliff Fern
SAGU-2661,Oregon Woodsia
SAGU-2661,Western Cliff Fern
SAGU-2662,Plummer's Cliff Fern
SAGU-2663,Arizona Sycamore
SAGU-2664,Whisk Fern
SAGU-2665,Wilcox's Barberry
SAGU-2666,Creeping Barberry
SAGU-2666,Creeping Mahonia
SAGU-2666,Oregon Grape
SAGU-2666,Trunkee Barberry
SAGU-2667,Agarito
SAGU-2667,Algerita
SAGU-2668,Crested Pricklepoppy
SAGU-2669,Annual Pricklypoppy
SAGU-2669,Bluestem Prickly Poppy
SAGU-2669,Crested Pricklypoppy
SAGU-2669,Pricklypoppy
SAGU-2669,Thistle Poppy
SAGU-2669,White Prickly Poppy
SAGU-2670,Scrambled Eggs
SAGU-2671,Curvepod Corydalis
SAGU-2671,Curvepod Fumewort
SAGU-2672,California Goldenpoppy
SAGU-2672,California Poppy
SAGU-2673,Creamcups
SAGU-2674,Tuber Anemone
SAGU-2675,Golden Columbine
SAGU-2676,Desert Columbine
SAGU-2677,Chiricahua Mountain Columbine
SAGU-2678,Drummond's Clematis
SAGU-2679,Western White Clematis
SAGU-2680,Desert Larkspur
SAGU-2681,Tall Mountain Larkspur
SAGU-2682,Organ Mountain Larkspur
SAGU-2683,Arizona Mousetail
SAGU-2684,Arizona Buttercup
SAGU-2685,Fendler's Meadow-Rue
SAGU-2686,Sugar Hackberry
SAGU-2686,Sugarberry
SAGU-2687,Hackberry
SAGU-2688,Spiny Hackberry
SAGU-2689,Common Hop
SAGU-2689,Common Hops
SAGU-2689,Hops
SAGU-2690,Texas Mulberry
SAGU-2691,Fendler's Ceanothus
SAGU-2692,Desert Ceanothus
SAGU-2693,Deerbrush
SAGU-2694,Snakewood
SAGU-2695,Correll's Snakewood
SAGU-2696,Bitter Condalia
SAGU-2696,Bitter Snakewood
SAGU-2697,Squawbush
SAGU-2698,Warnock's Snakewood
SAGU-2699,Beechleaf Buckthorn
SAGU-2699,Beechleaf Frangula
SAGU-2700,California Buckthorn
SAGU-2701,Redberry Buckthorn
SAGU-2702,Hollyleaf Redberry
SAGU-2703,Graythorn
SAGU-2703,Lote Bush
SAGU-2703,Lotebush
SAGU-2704,Roadside Agrimony
SAGU-2705,Alderleaf Cercocarpus
SAGU-2705,Alderleaf Mountain-Mahogany
SAGU-2705,Birchleaf Mountain-Mahogany
SAGU-2705,Mountain-Mahogany
SAGU-2705,True Mountain-Mahogany
SAGU-2706,Woodland Strawberry
SAGU-2707,Creambush
SAGU-2707,Creambush Oceanspray
SAGU-2707,Hillside Oceanspray
SAGU-2707,Oceanspray
SAGU-2708,Bush Oceanspray
SAGU-2708,Rockspirea
SAGU-2709,Cinquefoil
SAGU-2710,Gland Cinquefoil
SAGU-2710,Sticky Cinquefoil
SAGU-2711,Navajo Cinquefoil
SAGU-2712,Scarlet Cinquefoil
SAGU-2713,Kern Cinquefoil
SAGU-2714,Bitter Cherry
SAGU-2714,Bittercherry
SAGU-2715,Black Cherry
SAGU-2715,Black Chokecherry
SAGU-2716,Chokecherry
SAGU-2716,Common Chokecherry
SAGU-2716,Virginia Chokecherry
SAGU-2717,Woods' Rose
SAGU-2718,Arizona Blackberry
SAGU-2718,Arizona Dewberry
SAGU-2719,New Mexico Raspberry
SAGU-2720,Arizona Rosewood
SAGU-2721,Pellitory
SAGU-2722,Florida Pellitory
SAGU-2722,Pellitory
SAGU-2723,Rillita Pellitory
SAGU-2724,Hammerwort
SAGU-2725,California Nettle
SAGU-2725,Slender Nettle
SAGU-2725,Stinging Nettle
SAGU-2725,Tall Nettle
SAGU-2726,Pineland Dwarf Mistletoe
SAGU-2727,Bastard Toadflax
SAGU-2728,Mesquite Mistletoe
SAGU-2729,Downy Mistletoe
SAGU-2729,Woolly Mistletoe
SAGU-2730,Cory's Mistletoe
SAGU-2731,Incense Cedar Mistletoe
SAGU-2731,Juniper Mistletoe
SAGU-2732,Oak Mistletoe
SAGU-2733,Colorado Desert Mistletoe
SAGU-2734,Fir Mistletoe
SAGU-2735,Bigleaf Mistletoe
SAGU-2735,Christmas Mistletoe
SAGU-2735,Downy Mistletoe
SAGU-2736,Pacific Mistletoe
SAGU-2737,Sumac
SAGU-2738,Smooth Sumac
SAGU-2739,None
SAGU-2740,None
SAGU-2741,Prairie Sumac
SAGU-2742,Skunkbush Sumac
SAGU-2743,Evergreen Sumac
SAGU-2744,Eastern Poison Ivy
SAGU-2744,Poison Ivy
SAGU-2745,Western Poison Ivy
SAGU-2746,Umbrella Tree
SAGU-2747,Common Hoptree
SAGU-2748,Rue Of The Mountains
SAGU-2749,Rocky Mountain Maple
SAGU-2750,Boxelder
SAGU-2751,Florida Hopbush
SAGU-2752,Western Soapberry
SAGU-2752,Wingleaf Soapberry
SAGU-2753,Crucifixion Thorn
SAGU-2753,Crucifixion-Thorn
SAGU-2754,Sand Pygmyweed
SAGU-2755,Patagonia Mountain Leatherpetal
SAGU-2756,San Francisco River Leatherpetal
SAGU-2757,Stonecrop
SAGU-2758,Cockerell's Stonecrop
SAGU-2759,Huachuca Mountain Stonecrop
SAGU-2760,Alumroot
SAGU-2761,Common Alumroot
SAGU-2761,Littleleaf Alumroot
SAGU-2761,Little-Leaf Alumroot
SAGU-2762,Pink Alumroot
SAGU-2763,Coralbells
SAGU-2764,Redfuzz Saxifrage
SAGU-2765,Arizona Spikemoss
SAGU-2766,Rockloving Spikemoss
SAGU-2767,Underwood's Spikemoss
SAGU-2768,Morningglories
SAGU-2768,Morning-Glories
SAGU-2769,Field Bindweed
SAGU-2770,Tuber Dodder
SAGU-2770,Tubercle Dodder
SAGU-2771,Flatglobe Dodder
SAGU-2771,Flat-Globe Dodder
SAGU-2772,Dwarf Morningglory
SAGU-2772,Dwarf Morning-Glory
SAGU-2773,Slender Dwarf Morning-Glory
SAGU-2774,Wild Dwarf Morning-Glory
SAGU-2775,Prostrate Evolvulus
SAGU-2775,Shaggy Dwarf Morningglory
SAGU-2775,Shaggy Dwarf Morning-Glory
SAGU-2775,Silver Wild Morningglory
SAGU-2776,Morningglory
SAGU-2776,Morning-Glory
SAGU-2777,Canyon Morning-Glory
SAGU-2778,Purple Morningglory
SAGU-2778,Purple Morning-Glory
SAGU-2779,Mexican Morningglory
SAGU-2779,Red Morningglory
SAGU-2779,Redstar
SAGU-2779,Scarlet Morningglory
SAGU-2779,Starglory
SAGU-2779,Woolly Tidestromia
SAGU-2780,Crestrib Morning-Glory
SAGU-2781,Transpecos Morning-Glory
SAGU-2782,Entireleaf Morningglory
SAGU-2782,Ivyleaf Morningglory
SAGU-2782,Ivyleaf Morning-Glory
SAGU-2782,Mexican Morningglory
SAGU-2783,Scarlet Creeper
SAGU-2783,Scarletcreeper
SAGU-2784,Huachuca Mountain Morning-Glory
SAGU-2785,Tall Morning-Glory
SAGU-2786,Spiderleaf
SAGU-2787,Tripleleaf Morning-Glory
SAGU-2788,Pringle's Clustervine
SAGU-2789,Seaside Petunia
SAGU-2789,Seaside-Petunia
SAGU-2790,Greenleaf Five Eyes
SAGU-2791,Hairy Five Eyes
SAGU-2792,Desert Thorn-Apple
SAGU-2793,Angel's Trumpet
SAGU-2793,Desert Thornapple
SAGU-2793,Prickly Datura
SAGU-2793,Pricklyburr
SAGU-2793,Sacred Datura
SAGU-2794,Chinese Thornapple
SAGU-2794,Chinese Thorn-Apple
SAGU-2795,Sacred Thorn-Apple
SAGU-2796,Desert-Thorn
SAGU-2796,Wolfberry
SAGU-2796,Wolfberry Species
SAGU-2797,Hybrid Wolfberry
SAGU-2797,Water Jacket
SAGU-2798,Anderson Thornbush
SAGU-2799,Berlandier's Wolfberry
SAGU-2800,Arizona Desert-Thorn
SAGU-2801,Fremont's Desert-Thorn
SAGU-2802,Desert Wolfberry
SAGU-2803,Pale Desert-Thorn
SAGU-2804,Netted Globecherry
SAGU-2805,Tree Tobacco
SAGU-2806,Desert Tobacco
SAGU-2807,Ground Cherry
SAGU-2807,Groundcherry
SAGU-2808,Yellow Nightshade Groundcherry
SAGU-2809,Ivyleaf Groundcherry
SAGU-2810,Broadleaf Groundcherry
SAGU-2811,Groundcherry
SAGU-2811,Husk Tomato
SAGU-2811,Husk-Tomato
SAGU-2812,Chinese Lantern
SAGU-2813,Nightshades
SAGU-2814,American Black Nightshade
SAGU-2814,Common Purple Nightshade
SAGU-2814,Smallflower Nightshade
SAGU-2815,Greenspot Nightshade
SAGU-2816,Silverleaf Nightshade
SAGU-2817,Fendler Horsenettle
SAGU-2817,Fendler's Horsenettle
SAGU-2818,Divine Nightshade
SAGU-2819,Sorrelvine
SAGU-2820,American Ivy
SAGU-2820,Fiveleaved Ivy
SAGU-2820,Virginia Creeper
SAGU-2820,Woodbine
SAGU-2821,Thicket Creeper
SAGU-2821,Virginia Creeper
SAGU-2821,Woodbine
SAGU-2822,Canyon Grape
SAGU-2823,Ratany
SAGU-2824,Range Ratany
SAGU-2825,White Ratany
SAGU-2826,Trailing Krameria
SAGU-2827,California Caltrop
SAGU-2828,Arizona Poppy
SAGU-2829,Warty Caltrop
SAGU-2830,Creosote Bush
SAGU-2831,Puncturevine
SAGU-2832,Crabs
SAGU-2832,Crayfishes
SAGU-2832,Lobsters
SAGU-2832,Prawns
SAGU-2832,Shrimp
SAGU-2833,None
SAGU-2834,None
SEKI-1000,Domestic Cow
SEKI-1001,Domestic Goat
SEKI-1002,Bighorn Sheep
SEKI-1002,Bighorn Sheep
SEKI-1003,Mule Deer
SEKI-1003,Mule Deer
SEKI-1004,Domestic Pig
SEKI-1005,Coyote
SEKI-1006,Gray Wolf
SEKI-1006,Wolf
SEKI-1007,Common Gray Fox
SEKI-1007,Gray Fox
SEKI-1008,Red Fox
SEKI-1009,Domestic Cat
SEKI-1010,Bobcat
SEKI-1011,Cougar
SEKI-1011,Mountain Lion
SEKI-1011,Puma
SEKI-1012,Striped Skunk
SEKI-1013,Eastern Spotted Skunk
SEKI-1013,Spotted Skunk
SEKI-1014,Wolverine
SEKI-1015,Common Otter
SEKI-1015,North American River Otter
SEKI-1015,Northern River Otter
SEKI-1015,River Otter
SEKI-1016,American Marten
SEKI-1016,Marten
SEKI-1017,Fisher
SEKI-1018,Ermine
SEKI-1019,Long-Tailed Weasel
SEKI-1020,American Mink
SEKI-1020,Mink
SEKI-1021,American Badger
SEKI-1021,Badger
SEKI-1022,Ringtail
SEKI-1023,Common Raccoon
SEKI-1023,Northern Raccoon
SEKI-1023,Raccoon
SEKI-1024,American Black Bear
SEKI-1024,Black Bear
SEKI-1025,Brown Bear
SEKI-1025,Grizzly Bear
SEKI-1026,Western Mastiff Bat
SEKI-1027,Brazilian Free-Tailed Bat
SEKI-1027,Brazilian Free-Tailed Bat
SEKI-1027,Mexican Free-Tailed Bat
SEKI-1028,Pallid Bat
SEKI-1028,Pallid Bat
SEKI-1029,Big Brown Bat
SEKI-1029,Big Brown Bat
SEKI-1030,Spotted Bat
SEKI-1030,Spotted Bat
SEKI-1031,Silver-Haired Bat
SEKI-1031,Silver-Haired Bat
SEKI-1032,Red Bat
SEKI-1032,Western Red Bat
SEKI-1032,Western Red Bat
SEKI-1033,Hoary Bat
SEKI-1033,Hoary Bat
SEKI-1034,California Myotis
SEKI-1035,Western Small-Footed Myotis
SEKI-1036,Long-Eared Myotis
SEKI-1036,Long-Eared Myotis
SEKI-1037,Little Brown Myotis
SEKI-1038,Fringed Myotis
SEKI-1038,Fringed Myotis
SEKI-1039,Long-Legged Myotis
SEKI-1039,Long-Legged Myotis
SEKI-1040,Yuma Myotis
SEKI-1040,Yuma Myotis
SEKI-1041,Western Pipistrelle
SEKI-1042,Townsend's Big-Eared Bat
SEKI-1043,Virginia Opossum
SEKI-1044,Snowshoe Hare
SEKI-1045,Black-Tailed Hare
SEKI-1046,White-Tailed Hare
SEKI-1047,Desert Cottontail
SEKI-1048,Brush Rabbit
SEKI-1049,American Pika
SEKI-1049,Pika
SEKI-1050,Mountain Beaver
SEKI-1050,Sewellel
SEKI-1051,American Beaver
SEKI-1052,Amargosa Vole
SEKI-1052,California Vole
SEKI-1053,Coronation Island Vole
SEKI-1053,Long-Tailed Vole
SEKI-1054,Montane Vole
SEKI-1055,Bushy-Tailed Woodrat
SEKI-1056,Big-Earde Woodrat
SEKI-1057,Common Muskrat
SEKI-1057,Muskbeaver
SEKI-1057,Muskrat
SEKI-1058,Brush Deermouse
SEKI-1058,Brush Mouse
SEKI-1059,California Deermouse
SEKI-1059,California Mouse
SEKI-1060,Deer Mouse
SEKI-1060,North American Deermouse
SEKI-1061,Pinyon Mouse
SEKI-1062,Heather Vole
SEKI-1062,Western Heather Vole
SEKI-1063,Western Harvest Mouse
SEKI-1064,Western Jumping Mouse
SEKI-1065,Common Porcupine
SEKI-1065,Porcupine
SEKI-1066,Botta's Pocket Gopher
SEKI-1067,Mountain Pocket Gopher
SEKI-1068,California Pocket Mouse
SEKI-1069,Heermann's Kangaroo Rat
SEKI-1070,House Mouse
SEKI-1071,Northern Flying Squirrel
SEKI-1072,Yellow-Bellied Marmot
SEKI-1073,Western Gray Squirrel
SEKI-1074,California Ground Squirrel
SEKI-1075,Belding's Ground Squirrel
SEKI-1076,Golden-Mantled Ground Squirrel
SEKI-1077,Alpine Chipmunk
SEKI-1078,Merriam's Chipmunk
SEKI-1079,Allen's Chipmunk
SEKI-1079,Shadow Chipmunk
SEKI-1080,Lodgepole Chipmunk
SEKI-1081,Uinta Chipmunk
SEKI-1082,Douglas's Squirrel
SEKI-1083,Dusky Shrew
SEKI-1083,Montane Shrew
SEKI-1084,Ornate Shrew
SEKI-1084,Suisun Shrew
SEKI-1085,American Water Shrew
SEKI-1085,Northern Water Shrew
SEKI-1085,Water Shrew
SEKI-1086,Trowbridge's Shrew
SEKI-1087,Vagrant Shrew
SEKI-1087,Wandering Shrew
SEKI-1088,Broad-Footed Mole
SEKI-1089,Cooper's Hawk
SEKI-1090,Northern Goshawk
SEKI-1091,Sharp-Shinned Hawk
SEKI-1092,Golden Eagle
SEKI-1093,Red-Tailed Hawk
SEKI-1094,Roughleg
SEKI-1094,Rough-Legged Buzzard
SEKI-1094,Rough-Legged Hawk
SEKI-1095,Red-Shouldered Hawk
SEKI-1096,Broad-Winged Hawk
SEKI-1097,Ferruginous Hawk
SEKI-1098,Swainson's Hawk
SEKI-1099,Northern Harrier
SEKI-1100,White-Tailed Kite
SEKI-1101,Bald Eagle
SEKI-1102,Turkey Vulture
SEKI-1103,California Condor
SEKI-1104,Osprey
SEKI-1104,Western Osprey
SEKI-1105,Wood Duck
SEKI-1106,Northern Pintail
SEKI-1107,Northern Shoveler
SEKI-1108,Eurasian Teal
SEKI-1108,Green-Winged Teal
SEKI-1109,Mallard
SEKI-1110,Gadwall
SEKI-1111,Lesser Scaup
SEKI-1112,Canada Goose
SEKI-1113,Bufflehead
SEKI-1114,Black Swan
SEKI-1115,Tundra Swan
SEKI-1116,Harlequin Duck
SEKI-1117,Surf Scoter
SEKI-1118,Common Merganser
SEKI-1119,Ruddy Duck
SEKI-1120,White-Throated Swift
SEKI-1121,Vaux's Swift
SEKI-1122,American Black Swift
SEKI-1122,Black Swift
SEKI-1123,Black-Chinned Hummingbird
SEKI-1124,Anna's Hummingbird
SEKI-1125,Rufous Hummingbird
SEKI-1126,Allen's Hummingbird
SEKI-1127,Calliope Hummingbird
SEKI-1128,Common Nighthawk
SEKI-1129,Common Poorwill
SEKI-1130,Killdeer
SEKI-1131,California Gull
SEKI-1132,Caspian Tern
SEKI-1133,American Avocet
SEKI-1134,Spotted Sandpiper
SEKI-1135,Common Snipe
SEKI-1136,Red-Necked Phalarope
SEKI-1137,Solitary Sandpiper
SEKI-1138,Common Pigeon
SEKI-1138,Rock Dove
SEKI-1138,Rock Pigeon
SEKI-1139,Band-Tailed Pigeon
SEKI-1140,Mourning Dove
SEKI-1141,Belted Kingfisher
SEKI-1142,Greater Roadrunner
